Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2018-01-02,79.19833374023438,85.94999694824219,86.30999755859375,85.5,86.12999725341797,22483800
2018-01-03,79.56690216064453,86.3499984741211,86.51000213623047,85.97000122070312,86.05999755859375,26061400
2018-01-04,80.2672119140625,87.11000061035156,87.66000366210938,86.56999969482422,86.58999633789062,21912000
2018-01-05,81.26237487792969,88.19000244140625,88.41000366210938,87.43000030517578,87.66000366210938,23407100
2018-01-08,81.34530639648438,88.27999877929688,88.58000183105469,87.5999984741211,88.19999694824219,22113000
2018-01-09,81.2900161743164,88.22000122070312,88.7300033569336,87.86000061035156,88.6500015258789,19484300
2018-01-10,80.92146301269531,87.81999969482422,88.19000244140625,87.41000366210938,87.86000061035156,18652200
2018-01-11,81.16101837158203,88.08000183105469,88.12999725341797,87.23999786376953,88.12999725341797,17808900
2018-01-12,82.56163024902344,89.5999984741211,89.77999877929688,88.44999694824219,88.66999816894531,24271500
2018-01-16,81.40980529785156,88.3499984741211,90.79000091552734,88.01000213623047,90.0999984741211,36599700
2018-01-17,83.05918884277344,90.13999938964844,90.27999877929688,88.75,89.08000183105469,25621200
2018-01-18,83.0223388671875,90.0999984741211,90.66999816894531,89.66000366210938,89.80000305175781,24159700
2018-01-19,82.93017578125,90.0,90.61000061035156,89.66000366210938,90.13999938964844,36875000
2018-01-22,84.41371154785156,91.61000061035156,91.62000274658203,89.73999786376953,90.0,23601600
2018-01-23,84.68093872070312,91.9000015258789,92.30000305175781,91.54000091552734,91.9000015258789,23412800
2018-01-24,84.60723114013672,91.81999969482422,93.43000030517578,91.58000183105469,92.55000305175781,33277500
2018-01-25,85.07714080810547,92.33000183105469,93.23999786376953,91.93000030517578,92.47000122070312,26383200
2018-01-26,86.67125701904297,94.05999755859375,94.05999755859375,92.58000183105469,93.12000274658203,29172200
2018-01-29,86.54224395751953,93.91999816894531,95.44999694824219,93.72000122070312,95.13999938964844,31569900
2018-01-30,85.45496368408203,92.73999786376953,93.66000366210938,92.0999984741211,93.30000305175781,38635100
2018-01-31,87.5466537475586,95.01000213623047,95.4000015258789,93.51000213623047,93.75,48756300
2018-02-01,86.85556030273438,94.26000213623047,96.06999969482422,93.58000183105469,94.79000091552734,47227900
2018-02-02,84.57036590576172,91.77999877929688,93.97000122070312,91.5,93.63999938964844,47867800
2018-02-05,81.0873031616211,88.0,93.23999786376953,88.0,90.55999755859375,51031500
2018-02-06,84.1557388305664,91.33000183105469,91.4800033569336,85.25,86.88999938964844,67998600
2018-02-07,82.57081604003906,89.61000061035156,91.7699966430664,89.19999694824219,90.48999786376953,41107600
2018-02-08,78.33216094970703,85.01000213623047,89.87999725341797,84.76000213623047,89.70999908447266,55628700
2018-02-09,81.2531509399414,88.18000030517578,88.93000030517578,83.83000183105469,86.30000305175781,63499100
2018-02-12,82.12852478027344,89.12999725341797,89.77999877929688,87.93000030517578,88.73999786376953,35720300
2018-02-13,82.77355194091797,89.83000183105469,90.0,87.80000305175781,88.93000030517578,26407700
2018-02-14,84.06963348388672,90.80999755859375,90.98999786376953,88.41000366210938,88.51000213623047,34960900
2018-02-15,85.78231048583984,92.66000366210938,92.72000122070312,90.62000274658203,91.20999908447266,27823900
2018-02-16,85.17132568359375,92.0,93.5,91.80000305175781,92.44999694824219,30596900
2018-02-20,85.8378677368164,92.72000122070312,93.05999755859375,91.01000213623047,91.4800033569336,30911700
2018-02-21,84.69915008544922,91.48999786376953,93.36000061035156,91.48999786376953,92.9800033569336,26922500
2018-02-22,84.92135620117188,91.7300033569336,92.7300033569336,91.36000061035156,92.05000305175781,24392800
2018-02-23,87.07839965820312,94.05999755859375,94.06999969482422,92.36000061035156,93.5999984741211,26329200
2018-02-26,88.33744812011719,95.41999816894531,95.44999694824219,94.25,94.4000015258789,30199800
2018-02-27,87.20800018310547,94.19999694824219,95.83999633789062,94.19999694824219,95.73999786376953,25869100
2018-02-28,86.80992889404297,93.7699966430664,95.70999908447266,93.62999725341797,94.83999633789062,31167300
2018-03-01,85.95821380615234,92.8499984741211,94.56999969482422,91.83999633789062,93.98999786376953,37135600
