Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2018-01-02,53.34059143066406,53.660499572753906,53.79899978637695,52.6510009765625,52.6510009765625,31766000
2018-01-03,54.250640869140625,54.57600021362305,54.80500030517578,53.67150115966797,53.69649887084961,31318000
2018-01-04,54.46137619018555,54.78799819946289,55.20399856567383,54.7130012512207,54.85449981689453,26052000
2018-01-05,55.18354415893555,55.51449966430664,55.67900085449219,55.09000015258789,55.17250061035156,30250000
2018-01-08,55.378379821777344,55.71049880981445,55.95800018310547,55.5,55.54999923706055,24644000
2018-01-09,55.30780029296875,55.63949966430664,55.922000885009766,55.40999984741211,55.922000885009766,26808000
2018-01-10,55.17609405517578,55.50699996948242,55.638999938964844,55.19900131225586,55.349998474121094,20734000
2018-01-11,55.271026611328125,55.602500915527344,55.74250030517578,55.32400131225586,55.615501403808594,22424000
2018-01-12,56.19548034667969,56.532501220703125,56.564998626708984,55.4005012512207,55.505001068115234,38586000
2018-01-16,56.197959899902344,56.53499984741211,57.444000244140625,56.33300018310547,57.015499114990234,36462000
2018-01-17,56.61545944213867,56.95500183105469,56.965999603271484,56.17449951171875,56.81800079345703,27830000
2018-01-18,56.45989227294922,56.798500061035156,57.02949905395508,56.222999572753906,56.967498779296875,27498000
2018-01-19,56.83414840698242,57.17499923706055,57.18899917602539,56.625,56.9015007019043,30552000
2018-01-22,57.86098861694336,58.20800018310547,58.34400177001953,57.090999603271484,57.191001892089844,29550000
2018-01-23,58.457908630371094,58.80849838256836,58.925498962402344,58.36249923706055,58.53099822998047,39138000
2018-01-24,58.215362548828125,58.56449890136719,59.352500915527344,58.369998931884766,59.249000549316406,37128000
2018-01-25,58.7546272277832,59.106998443603516,59.25,58.59199905395508,59.035499572753906,29984000
2018-01-26,59.02401351928711,59.37799835205078,59.37799835205078,58.4015007019043,59.37649917602539,42170000
2018-01-29,58.970333099365234,59.32400131225586,59.900001525878906,59.202999114990234,59.400001525878906,31494000
2018-01-30,58.51755142211914,58.868499755859375,59.39649963378906,58.72549819946289,58.88600158691406,37338000
2018-01-31,58.75860595703125,59.111000061035156,59.316001892089844,58.60499954223633,59.19049835205078,36022000
2018-02-01,58.727291107177734,59.079498291015625,59.372501373291016,58.46799850463867,58.79949951171875,73514000
2018-02-02,55.62639236450195,55.959999084472656,56.564998626708984,55.55849838256836,56.37099838256836,117842000
2018-02-05,52.80282211303711,53.11949920654297,55.7495002746582,52.83700180053711,55.03049850463867,83550000
2018-02-06,53.89825439453125,54.221500396728516,54.36899948120117,51.5004997253418,51.69900131225586,76630000
2018-02-07,52.455902099609375,52.77050018310547,54.326499938964844,52.73099899291992,54.24850082397461,51942000
2018-02-08,50.08512496948242,50.385501861572266,53.19649887084961,50.23500061035156,52.993499755859375,66792000
2018-02-09,52.00162887573242,52.313499450683594,52.58599853515625,49.849998474121094,51.29399871826172,98360000
2018-02-12,52.41366195678711,52.72800064086914,53.278499603271484,52.27450180053711,52.833499908447266,56240000
2018-02-13,52.392784118652344,52.707000732421875,53.06100082397461,52.34600067138672,52.5,31586000
2018-02-14,53.31524658203125,53.6349983215332,53.77349853515625,52.4900016784668,52.715999603271484,41304000
2018-02-15,54.24269104003906,54.56800079345703,54.70500183105469,53.36149978637695,54.17250061035156,37396000
2018-02-16,54.44845962524414,54.775001525878906,55.41550064086914,54.57749938964844,54.66899871826172,39948000
2018-02-20,54.85054397583008,55.179500579833984,55.81449890136719,54.5,54.63800048828125,33754000
2018-02-21,55.35551071166992,55.6875,56.810001373291016,55.3754997253418,55.45500183105469,41486000
2018-02-22,55.164161682128906,55.494998931884766,56.27299880981445,55.25749969482422,55.958499908447266,28010000
2018-02-23,56.0682373046875,56.40449905395508,56.45000076293945,55.422000885009766,55.93299865722656,25292000
2018-02-26,56.84408950805664,57.185001373291016,57.209999084472656,56.46699905395508,56.59299850463867,30912000
2018-02-27,55.54239273071289,55.8754997253418,57.212501525878906,55.839500427246094,57.185001373291016,42964000
2018-02-28,54.866947174072266,55.19599914550781,56.38249969482422,55.150001525878906,56.099998474121094,49292000
2018-03-01,53.251136779785156,53.570499420166016,55.563499450683594,53.364498138427734,55.47700119018555,55338000
2018-03-02,53.88383865356445,54.207000732421875,54.34450149536133,52.50550079345703,52.89899826049805,50162000
2018-03-05,54.411678314208984,54.737998962402344,55.058998107910156,53.61349868774414,53.90650177001953,28648000
2018-03-06,54.71684265136719,55.04499816894531,55.28150177001953,54.724998474121094,55.10499954223633,23382000
2018-03-07,55.41962814331055,55.75199890136719,55.810001373291016,54.49549865722656,54.64099884033203,30748000
2018-03-08,56.13235855102539,56.46900177001953,56.571998596191406,55.86000061035156,55.86000061035156,33862000
2018-03-09,57.69597625732422,58.04199981689453,58.04999923706055,56.714500427246094,56.974998474121094,42662000
